city_name,region_code,region_name,is_duplicate,aliases,phone_route_code
ижевск,privolzhsky_fd,Приволжский ФО,0,,
канаш,privolzhsky_fd,Приволжский ФО,0,,
лысково,privolzhsky_fd,Приволжский ФО,0,,
ворсма,privolzhsky_fd,Приволжский ФО,0,,
бугуруслан,privolzhsky_fd,Приволжский ФО,0,,
кирово чепецк,privolzhsky_fd,Приволжский ФО,0,,
навашино,privolzhsky_fd,Приволжский ФО,0,,
сибай,privolzhsky_fd,Приволжский ФО,0,,
баймак,privolzhsky_fd,Приволжский ФО,0,,
октябрьск,privolzhsky_fd,Приволжский ФО,0,,
ардатов,privolzhsky_fd,Приволжский ФО,0,,
кузнецк,privolzhsky_fd,Приволжский ФО,0,,
набережные челны,privolzhsky_fd,Приволжский ФО,0,,
кинель,privolzhsky_fd,Приволжский ФО,0,,
очёр,privolzhsky_fd,Приволжский ФО,0,,
новокуйбышевск,privolzhsky_fd,Приволжский ФО,0,,
чайковский,privolzhsky_fd,Приволжский ФО,0,,
городец,privolzhsky_fd,Приволжский ФО,0,,
усолье,privolzhsky_fd,Приволжский ФО,0,,
вольск,privolzhsky_fd,Приволжский ФО,0,,
ветлуга,privolzhsky_fd,Приволжский ФО,0,,
цивильск,privolzhsky_fd,Приволжский ФО,0,,
вятские поляны,privolzhsky_fd,Приволжский ФО,0,,
чистополь,privolzhsky_fd,Приволжский ФО,0,,
калининск,privolzhsky_fd,Приволжский ФО,0,,
тольятти,privolzhsky_fd,Приволжский ФО,0,,
казань,privolzhsky_fd,Приволжский ФО,0,,
менделеевск,privolzhsky_fd,Приволжский ФО,0,,
чёрмоз,privolzhsky_fd,Приволжский ФО,0,,
мамадыш,privolzhsky_fd,Приволжский ФО,0,,
агидель,privolzhsky_fd,Приволжский ФО,0,,
ртищево,privolzhsky_fd,Приволжский ФО,0,,
нытва,privolzhsky_fd,Приволжский ФО,0,,
красновишевск,privolzhsky_fd,Приволжский ФО,0,,
тольяти,privolzhsky_fd,Приволжский ФО,0,,
новоузненск,privolzhsky_fd,Приволжский ФО,0,,
рузаевка,privolzhsky_fd,Приволжский ФО,0,,
кунгур,privolzhsky_fd,Приволжский ФО,0,,
красный кут,privolzhsky_fd,Приволжский ФО,0,,
маркс,privolzhsky_fd,Приволжский ФО,0,,
орск,privolzhsky_fd,Приволжский ФО,0,,
кудымкар,privolzhsky_fd,Приволжский ФО,0,,
белебей,privolzhsky_fd,Приволжский ФО,0,,
краснослободск,privolzhsky_fd,Приволжский ФО,1,,
отрадный,privolzhsky_fd,Приволжский ФО,0,,
алатырь,privolzhsky_fd,Приволжский ФО,0,,
новотроицк,privolzhsky_fd,Приволжский ФО,0,,
оса,privolzhsky_fd,Приволжский ФО,0,,
белая холуница,privolzhsky_fd,Приволжский ФО,0,,
кукмор,privolzhsky_fd,Приволжский ФО,0,,
спасск,privolzhsky_fd,Приволжский ФО,0,,
городище,privolzhsky_fd,Приволжский ФО,0,,
аткарск,privolzhsky_fd,Приволжский ФО,0,,
чернушка,privolzhsky_fd,Приволжский ФО,0,,
губаха,privolzhsky_fd,Приволжский ФО,0,,
ульяновск,privolzhsky_fd,Приволжский ФО,0,,
нолинск,privolzhsky_fd,Приволжский ФО,0,,
кулебаки,privolzhsky_fd,Приволжский ФО,0,,
медногорск,privolzhsky_fd,Приволжский ФО,0,,
зеленодольск,privolzhsky_fd,Приволжский ФО,0,,
добрянка,privolzhsky_fd,Приволжский ФО,0,,
жигулёвск,privolzhsky_fd,Приволжский ФО,0,,
верещагино,privolzhsky_fd,Приволжский ФО,0,,
володарск,privolzhsky_fd,Приволжский ФО,0,,
лысьва,privolzhsky_fd,Приволжский ФО,0,,
учалы,privolzhsky_fd,Приволжский ФО,0,,
ершов,privolzhsky_fd,Приволжский ФО,0,,
кстово,privolzhsky_fd,Приволжский ФО,0,,
лениногорск,privolzhsky_fd,Приволжский ФО,0,,
омутнинск,privolzhsky_fd,Приволжский ФО,0,,
арзамас,privolzhsky_fd,Приволжский ФО,0,,
новочебоксарск,privolzhsky_fd,Приволжский ФО,0,,
дмитровград,privolzhsky_fd,Приволжский ФО,0,,
мензелинск,privolzhsky_fd,Приволжский ФО,0,,
дзержинск,privolzhsky_fd,Приволжский ФО,0,,
чебоксары,privolzhsky_fd,Приволжский ФО,0,,
петровск,privolzhsky_fd,Приволжский ФО,0,,
заволжье,privolzhsky_fd,Приволжский ФО,0,,
семенов,privolzhsky_fd,Приволжский ФО,0,,
сурск,privolzhsky_fd,Приволжский ФО,0,,
мариинский посад,privolzhsky_fd,Приволжский ФО,0,,
салават,privolzhsky_fd,Приволжский ФО,0,,
кумертау,privolzhsky_fd,Приволжский ФО,0,,
волжск,privolzhsky_fd,Приволжский ФО,0,,
нурлат,privolzhsky_fd,Приволжский ФО,0,,
краснослободск,southern_fd,Южный ФО,1,,
чапаевск,privolzhsky_fd,Приволжский ФО,0,,
похвистнево,privolzhsky_fd,Приволжский ФО,0,,
красноармейск,privolzhsky_fd,Приволжский ФО,0,,
сызрань,privolzhsky_fd,Приволжский ФО,0,,
чусовой,privolzhsky_fd,Приволжский ФО,0,,
слободско,privolzhsky_fd,Приволжский ФО,0,,
сердобск,privolzhsky_fd,Приволжский ФО,0,,
болгар,privolzhsky_fd,Приволжский ФО,0,,
гремячинск,privolzhsky_fd,Приволжский ФО,0,,
звенигово,privolzhsky_fd,Приволжский ФО,0,,
нефтекамск,privolzhsky_fd,Приволжский ФО,0,,
шумерля,privolzhsky_fd,Приволжский ФО,0,,
дюртюли,privolzhsky_fd,Приволжский ФО,0,,
яранск,privolzhsky_fd,Приволжский ФО,0,,
чердынь,privolzhsky_fd,Приволжский ФО,0,,
янаул,privolzhsky_fd,Приволжский ФО,0,,
жигулевск,privolzhsky_fd,Приволжский ФО,0,,
горнозаводск,privolzhsky_fd,Приволжский ФО,0,,
зуевка,privolzhsky_fd,Приволжский ФО,0,,
уржум,privolzhsky_fd,Приволжский ФО,0,,
кизел,privolzhsky_fd,Приволжский ФО,0,,
сорочинск,privolzhsky_fd,Приволжский ФО,0,,
сенгилей,privolzhsky_fd,Приволжский ФО,0,,
саров,privolzhsky_fd,Приволжский ФО,0,,
шахунья,privolzhsky_fd,Приволжский ФО,0,,
воткинск,privolzhsky_fd,Приволжский ФО,0,,
богородск,privolzhsky_fd,Приволжский ФО,0,,
первомайск,privolzhsky_fd,Приволжский ФО,0,,
урень,privolzhsky_fd,Приволжский ФО,0,,
инза,privolzhsky_fd,Приволжский ФО,0,,
балахна,privolzhsky_fd,Приволжский ФО,0,,
гай,privolzhsky_fd,Приволжский ФО,0,,
кирово-чепецк,privolzhsky_fd,Приволжский ФО,0,,
буинск,privolzhsky_fd,Приволжский ФО,0,,
межгорье,privolzhsky_fd,Приволжский ФО,0,,
перевоз,privolzhsky_fd,Приволжский ФО,0,,
инсар,privolzhsky_fd,Приволжский ФО,0,,
соль-илецк,privolzhsky_fd,Приволжский ФО,0,,
спаск,privolzhsky_fd,Приволжский ФО,0,,
семёнов,privolzhsky_fd,Приволжский ФО,0,,
нефтегорск,privolzhsky_fd,Приволжский ФО,0,,
аркадак,privolzhsky_fd,Приволжский ФО,0,,
котельнич,privolzhsky_fd,Приволжский ФО,0,,
мирный,north-western_fd,Северо-Западный ФО,1,,
лысва,privolzhsky_fd,Приволжский ФО,0,,
княгинино,privolzhsky_fd,Приволжский ФО,0,,
хвалынск,privolzhsky_fd,Приволжский ФО,0,,
ишимбай,privolzhsky_fd,Приволжский ФО,0,,
саратов,privolzhsky_fd,Приволжский ФО,0,,
кувандык,privolzhsky_fd,Приволжский ФО,0,,
березники,privolzhsky_fd,Приволжский ФО,0,,
сергач,privolzhsky_fd,Приволжский ФО,0,,
белорецк,privolzhsky_fd,Приволжский ФО,0,,
пугачев,privolzhsky_fd,Приволжский ФО,0,,
луза,privolzhsky_fd,Приволжский ФО,0,,
шиханы,privolzhsky_fd,Приволжский ФО,0,,
краснокамск,privolzhsky_fd,Приволжский ФО,0,,
чермоз,privolzhsky_fd,Приволжский ФО,0,,
альметьевск,privolzhsky_fd,Приволжский ФО,0,,
саранск,privolzhsky_fd,Приволжский ФО,0,,
энгельс,privolzhsky_fd,Приволжский ФО,0,,
бор,privolzhsky_fd,Приволжский ФО,0,,
новоульяновск,privolzhsky_fd,Приволжский ФО,0,,
арск,privolzhsky_fd,Приволжский ФО,0,,
самара,privolzhsky_fd,Приволжский ФО,0,,
балаково,privolzhsky_fd,Приволжский ФО,0,,
нижнекамск,privolzhsky_fd,Приволжский ФО,0,,
бугульма,privolzhsky_fd,Приволжский ФО,0,,
ядрин,privolzhsky_fd,Приволжский ФО,0,,
мирный,eastern_fd,Дальневосточный ФО,1,,
агрыз,privolzhsky_fd,Приволжский ФО,0,,
михайловск,north-caucasian_fd,Северо-Кавказский ФО,1,,
горбатов,privolzhsky_fd,Приволжский ФО,0,,
оренбург,privolzhsky_fd,Приволжский ФО,0,,
октябрьский,privolzhsky_fd,Приволжский ФО,0,,
ковылкино,privolzhsky_fd,Приволжский ФО,0,,
каменка,privolzhsky_fd,Приволжский ФО,0,,
очер,privolzhsky_fd,Приволжский ФО,0,,
барыш,privolzhsky_fd,Приволжский ФО,0,,
тетюши,privolzhsky_fd,Приволжский ФО,0,,
абдулино,privolzhsky_fd,Приволжский ФО,0,,
кабарка,privolzhsky_fd,Приволжский ФО,0,,
соль илецк,privolzhsky_fd,Приволжский ФО,0,,
бавлы,privolzhsky_fd,Приволжский ФО,0,,
заинск,privolzhsky_fd,Приволжский ФО,0,,
козьмодемьянск,privolzhsky_fd,Приволжский ФО,0,,
туймазы,privolzhsky_fd,Приволжский ФО,0,,
белинский,privolzhsky_fd,Приволжский ФО,0,,
можга,privolzhsky_fd,Приволжский ФО,0,,
сарапул,privolzhsky_fd,Приволжский ФО,0,,
йошкар-ола,privolzhsky_fd,Приволжский ФО,0,,
михайловск,ural_fd,Уральский ФО,1,,
новокуйбошевск,privolzhsky_fd,Приволжский ФО,0,,
бузлук,privolzhsky_fd,Приволжский ФО,0,,
глазов,privolzhsky_fd,Приволжский ФО,0,,
елабуга,privolzhsky_fd,Приволжский ФО,0,,
павлово,privolzhsky_fd,Приволжский ФО,0,,
темников,privolzhsky_fd,Приволжский ФО,0,,
ясный,privolzhsky_fd,Приволжский ФО,0,,
никольск,north-western_fd,Северо-Западный ФО,1,,
сосновка,privolzhsky_fd,Приволжский ФО,0,,
выкса,privolzhsky_fd,Приволжский ФО,0,,
чкаловск,privolzhsky_fd,Приволжский ФО,0,,
оханск,privolzhsky_fd,Приволжский ФО,0,,
александровск,privolzhsky_fd,Приволжский ФО,0,,
бирск,privolzhsky_fd,Приволжский ФО,0,,
никольск,privolzhsky_fd,Приволжский ФО,1,,
зверево,southern_fd,Южный ФО,0,,
тихрецк,southern_fd,Южный ФО,0,,
жирновск,southern_fd,Южный ФО,0,,
приморско-ахтарск,southern_fd,Южный ФО,0,,
инкерман,southern_fd,Южный ФО,0,,
армавир,southern_fd,Южный ФО,0,,
новосибирск,siberian_fd,Сибирский ФО,1,,
майкоп,southern_fd,Южный ФО,0,,
кореновск,southern_fd,Южный ФО,0,,
усть-лабинск,southern_fd,Южный ФО,0,,
туапсе,southern_fd,Южный ФО,0,,
керчь,southern_fd,Южный ФО,0,,
курганинск,southern_fd,Южный ФО,0,,
ейск,southern_fd,Южный ФО,0,,
крымск,southern_fd,Южный ФО,0,,
городовиковск,southern_fd,Южный ФО,0,,
новошахтинск,southern_fd,Южный ФО,0,,
кропоткин,southern_fd,Южный ФО,0,,
батайск,southern_fd,Южный ФО,0,,
сочи,southern_fd,Южный ФО,0,,
бахчисарай,southern_fd,Южный ФО,0,,
зерноград,southern_fd,Южный ФО,0,,
геленджик,southern_fd,Южный ФО,0,,
знаменск,southern_fd,Южный ФО,0,,
сальск,southern_fd,Южный ФО,0,,
новосибирск,eastern_fd,Дальневосточный ФО,1,,
тимошевск,southern_fd,Южный ФО,0,,
усть лабинск,southern_fd,Южный ФО,0,,
щелкино,southern_fd,Южный ФО,0,,
саки,southern_fd,Южный ФО,0,,
хадыженск,southern_fd,Южный ФО,0,,
таганрог,southern_fd,Южный ФО,0,,
элиста,southern_fd,Южный ФО,0,,
славянск на кубани,southern_fd,Южный ФО,0,,
котово,southern_fd,Южный ФО,0,,
калач-на-дону,southern_fd,Южный ФО,0,,
ростов на дону,southern_fd,Южный ФО,0,,
цимлянск,southern_fd,Южный ФО,0,,
ахтубинск,southern_fd,Южный ФО,0,,
ростов-на-дону,southern_fd,Южный ФО,0,,
калач на дону,southern_fd,Южный ФО,0,,
белореченск,southern_fd,Южный ФО,0,,
приморско ахтарск,southern_fd,Южный ФО,0,,
алупка,southern_fd,Южный ФО,0,,
новороссийск,southern_fd,Южный ФО,0,,
николаевск,southern_fd,Южный ФО,0,,
симферополь,southern_fd,Южный ФО,0,,
камышин,southern_fd,Южный ФО,0,,
новочеркаск,southern_fd,Южный ФО,0,,
анапа,southern_fd,Южный ФО,0,,
урюпинск,southern_fd,Южный ФО,0,,
белгорск,southern_fd,Южный ФО,0,,
судак,southern_fd,Южный ФО,0,,
джанкой,southern_fd,Южный ФО,0,,
аксай,southern_fd,Южный ФО,0,,
каменск-шахтинский,southern_fd,Южный ФО,0,,
краснодар,southern_fd,Южный ФО,0,,
славянск-на-кубани,southern_fd,Южный ФО,0,,
темрюк,southern_fd,Южный ФО,0,,
лагань,southern_fd,Южный ФО,0,,
алушта,southern_fd,Южный ФО,0,,
лабинск,southern_fd,Южный ФО,0,,
константиновск,southern_fd,Южный ФО,0,,
миллерево,southern_fd,Южный ФО,0,,
фролово,southern_fd,Южный ФО,0,,
донецк,southern_fd,Южный ФО,0,,
волжский,southern_fd,Южный ФО,0,,
котельниково,southern_fd,Южный ФО,0,,
волгоград,southern_fd,Южный ФО,0,,
абинск,southern_fd,Южный ФО,0,,
белая калитва,southern_fd,Южный ФО,0,,
палласовка,southern_fd,Южный ФО,0,,
гулькевичи,southern_fd,Южный ФО,0,,
нариманов,southern_fd,Южный ФО,0,,
михайловка,southern_fd,Южный ФО,0,,
шахты,southern_fd,Южный ФО,0,,
пролетарск,southern_fd,Южный ФО,0,,
адыгейск,southern_fd,Южный ФО,0,,
щёлкино,southern_fd,Южный ФО,0,,
серафимович,southern_fd,Южный ФО,0,,
суровикино,southern_fd,Южный ФО,0,,
старый крым,southern_fd,Южный ФО,0,,
ленинск,southern_fd,Южный ФО,0,,
петров вал,southern_fd,Южный ФО,0,,
дубовка,southern_fd,Южный ФО,0,,
морозовск,southern_fd,Южный ФО,0,,
армянск,southern_fd,Южный ФО,0,,
евпатория,southern_fd,Южный ФО,0,,
новокубанск,southern_fd,Южный ФО,0,,
ялта,southern_fd,Южный ФО,0,,
семикаракорск,southern_fd,Южный ФО,0,,
красноперекопск,southern_fd,Южный ФО,0,,
володонск,southern_fd,Южный ФО,0,,
азов,southern_fd,Южный ФО,0,,
новоаннинский,southern_fd,Южный ФО,0,,
севастополь,southern_fd,Южный ФО,0,,
камызяк,southern_fd,Южный ФО,0,,
гуково,southern_fd,Южный ФО,0,,
горячий ключ,southern_fd,Южный ФО,0,,
каменск шахтенский,southern_fd,Южный ФО,0,,
харабали,southern_fd,Южный ФО,0,,
феодосия,southern_fd,Южный ФО,0,,
красный сулин,southern_fd,Южный ФО,0,,
алшеронск,southern_fd,Южный ФО,0,,
тимошёвск,southern_fd,Южный ФО,0,,
щёлково,сentral_fd,Центральный ФО,0,,
фатеж,сentral_fd,Центральный ФО,0,,
зарайск,сentral_fd,Центральный ФО,0,,
строитель,сentral_fd,Центральный ФО,0,,
вичуга,сentral_fd,Центральный ФО,0,,
люберцы,сentral_fd,Центральный ФО,0,,
фурманов,сentral_fd,Центральный ФО,0,,
сафоново,сentral_fd,Центральный ФО,0,,
жуковский,сentral_fd,Центральный ФО,0,,
подольск,сentral_fd,Центральный ФО,0,,
пересвет,сentral_fd,Центральный ФО,0,,
сергиев посад,сentral_fd,Центральный ФО,0,,
елец,сentral_fd,Центральный ФО,0,,
орехово-зуево,сentral_fd,Центральный ФО,0,,
буй,сentral_fd,Центральный ФО,0,,
льгов,сentral_fd,Центральный ФО,0,,
ногинск,сentral_fd,Центральный ФО,0,,
нововоронеж,сentral_fd,Центральный ФО,0,,
мичуринск,сentral_fd,Центральный ФО,0,,
данков,сentral_fd,Центральный ФО,0,,
можайск,сentral_fd,Центральный ФО,0,,
обоянь,сentral_fd,Центральный ФО,0,,
клинцы,сentral_fd,Центральный ФО,0,,
мценск,сentral_fd,Центральный ФО,0,,
стародуб,сentral_fd,Центральный ФО,0,,
электрогорск,сentral_fd,Центральный ФО,0,,
черноголовка,сentral_fd,Центральный ФО,0,,
болхов,сentral_fd,Центральный ФО,0,,
суджа,сentral_fd,Центральный ФО,0,,
талдом,сentral_fd,Центральный ФО,0,,
истра,сentral_fd,Центральный ФО,0,,
москва,сentral_fd,Центральный ФО,0,,
эртиль,сentral_fd,Центральный ФО,0,,
камешково,сentral_fd,Центральный ФО,0,,
шацк,сentral_fd,Центральный ФО,0,,
котовск,сentral_fd,Центральный ФО,0,,
жердевка,сentral_fd,Центральный ФО,0,,
рязань,сentral_fd,Центральный ФО,0,,
домодедово,сentral_fd,Центральный ФО,0,,
собинка,сentral_fd,Центральный ФО,0,,
мытищи,сentral_fd,Центральный ФО,0,,
озёры,сentral_fd,Центральный ФО,0,,
шатура,сentral_fd,Центральный ФО,0,,
бежецк,сentral_fd,Центральный ФО,0,,
алексеевка,сentral_fd,Центральный ФО,0,,
велиж,сentral_fd,Центральный ФО,0,,
волгореченск,сentral_fd,Центральный ФО,0,,
касимов,сentral_fd,Центральный ФО,0,,
ковров,сentral_fd,Центральный ФО,0,,
наволоки,сentral_fd,Центральный ФО,0,,
ряжск,сentral_fd,Центральный ФО,0,,
мглин,сentral_fd,Центральный ФО,0,,
волоколамск,сentral_fd,Центральный ФО,0,,
озёрск,north-western_fd,Северо-Западный ФО,1,,
апрелевка,сentral_fd,Центральный ФО,0,,
озёрск,ural_fd,Уральский ФО,1,,
наро-фоминск,сentral_fd,Центральный ФО,0,,
шебекино,сentral_fd,Центральный ФО,0,,
кинешма,сentral_fd,Центральный ФО,0,,
белоусово,сentral_fd,Центральный ФО,0,,
кологрив,сentral_fd,Центральный ФО,0,,
курлово,сentral_fd,Центральный ФО,0,,
орёл,сentral_fd,Центральный ФО,0,,
шуя,сentral_fd,Центральный ФО,0,,
тверь,сentral_fd,Центральный ФО,0,,
химки,сentral_fd,Центральный ФО,0,,
королёв,сentral_fd,Центральный ФО,0,,
поворино,сentral_fd,Центральный ФО,0,,
серпухов,сentral_fd,Центральный ФО,0,,
духовщина,сentral_fd,Центральный ФО,0,,
красногорск,сentral_fd,Центральный ФО,0,,
россошь,сentral_fd,Центральный ФО,0,,
лобня,сentral_fd,Центральный ФО,0,,
дятьково,сentral_fd,Центральный ФО,0,,
балашиха,сentral_fd,Центральный ФО,0,,
сосенский,сentral_fd,Центральный ФО,0,,
краснознаменск,сentral_fd,Центральный ФО,0,,
юрьевец,сentral_fd,Центральный ФО,0,,
калуга,сentral_fd,Центральный ФО,0,,
павловск,north-western_fd,Северо-Западный ФО,1,,
губкин,сentral_fd,Центральный ФО,0,,
грязи,сentral_fd,Центральный ФО,0,,
усмань,сentral_fd,Центральный ФО,0,,
хотьково,сentral_fd,Центральный ФО,0,,
мосальск,сentral_fd,Центральный ФО,0,,
пущино,сentral_fd,Центральный ФО,0,,
реутов,сentral_fd,Центральный ФО,0,,
луховицы,сentral_fd,Центральный ФО,0,,
рошаль,сentral_fd,Центральный ФО,0,,
коломна,сentral_fd,Центральный ФО,0,,
острогожск,сentral_fd,Центральный ФО,0,,
пучеж,сentral_fd,Центральный ФО,0,,
звенигород,сentral_fd,Центральный ФО,0,,
макарьев,сentral_fd,Центральный ФО,0,,
долгопрудный,сentral_fd,Центральный ФО,0,,
спас-клепики,сentral_fd,Центральный ФО,0,,
раменское,сentral_fd,Центральный ФО,0,,
рославль,сentral_fd,Центральный ФО,0,,
вязники,сentral_fd,Центральный ФО,0,,
ржев,сentral_fd,Центральный ФО,0,,
рассказово,сentral_fd,Центральный ФО,0,,
лакинск,сentral_fd,Центральный ФО,0,,
таруса,сentral_fd,Центральный ФО,0,,
мялоярославец,сentral_fd,Центральный ФО,0,,
чаплыгин,сentral_fd,Центральный ФО,0,,
электроугли,сentral_fd,Центральный ФО,0,,
приволжск,сentral_fd,Центральный ФО,0,,
голицыно,сentral_fd,Центральный ФО,0,,
спас-деменск,сentral_fd,Центральный ФО,0,,
мещовск,сentral_fd,Центральный ФО,0,,
задонск,сentral_fd,Центральный ФО,0,,
нерехта,сentral_fd,Центральный ФО,0,,
гороховец,сentral_fd,Центральный ФО,0,,
почел,сentral_fd,Центральный ФО,0,,
видное,сentral_fd,Центральный ФО,0,,
верея,сentral_fd,Центральный ФО,0,,
плёс,сentral_fd,Центральный ФО,0,,
сельцо,сentral_fd,Центральный ФО,0,,
бронницы,сentral_fd,Центральный ФО,0,,
карачев,сentral_fd,Центральный ФО,0,,
сураж,сentral_fd,Центральный ФО,0,,
кимры,сentral_fd,Центральный ФО,0,,
родники,сentral_fd,Центральный ФО,0,,
костерёво,сentral_fd,Центральный ФО,0,,
жуков,сentral_fd,Центральный ФО,0,,
пушкино,сentral_fd,Центральный ФО,0,,
ступино,сentral_fd,Центральный ФО,0,,
дедовск,сentral_fd,Центральный ФО,0,,
спасск-рязанский,сentral_fd,Центральный ФО,0,,
ермолино,сentral_fd,Центральный ФО,0,,
дрезна,сentral_fd,Центральный ФО,0,,
скопин,сentral_fd,Центральный ФО,0,,
старая купавна,сentral_fd,Центральный ФО,0,,
тейково,сentral_fd,Центральный ФО,0,,
мантурово,сentral_fd,Центральный ФО,0,,
дубна,сentral_fd,Центральный ФО,0,,
электросталь,сentral_fd,Центральный ФО,0,,
суздаль,сentral_fd,Центральный ФО,0,,
солнечногорск,сentral_fd,Центральный ФО,0,,
ливны,сentral_fd,Центральный ФО,0,,
ивантеевка,сentral_fd,Центральный ФО,0,,
ликино-дулёво,сentral_fd,Центральный ФО,0,,
гагарин,сentral_fd,Центральный ФО,0,,
бирюч,сentral_fd,Центральный ФО,0,,
вышний волочёк,сentral_fd,Центральный ФО,0,,
котельники,сentral_fd,Центральный ФО,0,,
муром,сentral_fd,Центральный ФО,0,,
дмитров,сentral_fd,Центральный ФО,0,,
высоковск,сentral_fd,Центральный ФО,0,,
кораблино,сentral_fd,Центральный ФО,0,,
новый оскол,сentral_fd,Центральный ФО,0,,
струнино,сentral_fd,Центральный ФО,0,,
десногорск,сentral_fd,Центральный ФО,0,,
дмитровск,сentral_fd,Центральный ФО,0,,
короча,сentral_fd,Центральный ФО,0,,
меленки,сentral_fd,Центральный ФО,0,,
солигалич,сentral_fd,Центральный ФО,0,,
шарья,сentral_fd,Центральный ФО,0,,
новомичуринск,сentral_fd,Центральный ФО,0,,
иваново,сentral_fd,Центральный ФО,0,,
обнинск,сentral_fd,Центральный ФО,0,,
жиздра,сentral_fd,Центральный ФО,0,,
валуйки,сentral_fd,Центральный ФО,0,,
грайворон,сentral_fd,Центральный ФО,0,,
бутурлиновка,сentral_fd,Центральный ФО,0,,
севск,сentral_fd,Центральный ФО,0,,
михайлов,сentral_fd,Центральный ФО,0,,
лыткарино,сentral_fd,Центральный ФО,0,,
заволжск,сentral_fd,Центральный ФО,0,,
козельск,сentral_fd,Центральный ФО,0,,
унеча,сentral_fd,Центральный ФО,0,,
кольчугино,сentral_fd,Центральный ФО,0,,
злынка,сentral_fd,Центральный ФО,0,,
тамбов,сentral_fd,Центральный ФО,0,,
яхрома,сentral_fd,Центральный ФО,0,,
дмитриев,сentral_fd,Центральный ФО,0,,
новохопёрск,сentral_fd,Центральный ФО,0,,
кохма,сentral_fd,Центральный ФО,0,,
богучар,сentral_fd,Центральный ФО,0,,
старый оскол,сentral_fd,Центральный ФО,0,,
сасово,сentral_fd,Центральный ФО,0,,
фрязино,сentral_fd,Центральный ФО,0,,
карабаново,сentral_fd,Центральный ФО,0,,
щигры,сentral_fd,Центральный ФО,0,,
егорьевск,сentral_fd,Центральный ФО,0,,
новосиль,сentral_fd,Центральный ФО,0,,
чехов,сentral_fd,Центральный ФО,0,,
лиски,сentral_fd,Центральный ФО,0,,
брянск,сentral_fd,Центральный ФО,0,,
южа,сentral_fd,Центральный ФО,0,,
кострома,сentral_fd,Центральный ФО,0,,
юрьев-польский,сentral_fd,Центральный ФО,0,,
малоархангельск,сentral_fd,Центральный ФО,0,,
гусь-хрустальный,сentral_fd,Центральный ФО,0,,
дзержинский,сentral_fd,Центральный ФО,0,,
трубочевск,сentral_fd,Центральный ФО,0,,
демидов,сentral_fd,Центральный ФО,0,,
борисоглебск,сentral_fd,Центральный ФО,0,,
галич,сentral_fd,Центральный ФО,0,,
рыльск,сentral_fd,Центральный ФО,0,,
людиново,сentral_fd,Центральный ФО,0,,
починок,сentral_fd,Центральный ФО,0,,
нея,сentral_fd,Центральный ФО,0,,
смоленск,сentral_fd,Центральный ФО,0,,
курск,сentral_fd,Центральный ФО,0,,
юхнов,сentral_fd,Центральный ФО,0,,
нелидово,сentral_fd,Центральный ФО,0,,
гаврилов посад,сentral_fd,Центральный ФО,0,,
торжок,сentral_fd,Центральный ФО,0,,
боровск,сentral_fd,Центральный ФО,0,,
судогда,сentral_fd,Центральный ФО,0,,
одинцово,сentral_fd,Центральный ФО,0,,
жуковка,сentral_fd,Центральный ФО,0,,
кондрово,сentral_fd,Центральный ФО,0,,
калач,сentral_fd,Центральный ФО,0,,
бологое,сentral_fd,Центральный ФО,0,,
конаково,сentral_fd,Центральный ФО,0,,
чухлома,сentral_fd,Центральный ФО,0,,
кирсанов,сentral_fd,Центральный ФО,0,,
владимир,сentral_fd,Центральный ФО,0,,
рудня,сentral_fd,Центральный ФО,0,,
кремёнки,сentral_fd,Центральный ФО,0,,
балабаново,сentral_fd,Центральный ФО,0,,
клин,сentral_fd,Центральный ФО,0,,
руза,сentral_fd,Центральный ФО,0,,
петушки,сentral_fd,Центральный ФО,0,,
павловский-посад,сentral_fd,Центральный ФО,0,,
семилуки,сentral_fd,Центральный ФО,0,,
бобров,сentral_fd,Центральный ФО,0,,
ярцево,сentral_fd,Центральный ФО,0,,
киржач,сentral_fd,Центральный ФО,0,,
воронеж,сentral_fd,Центральный ФО,0,,
краснозаводск,сentral_fd,Центральный ФО,0,,
курчатов,сentral_fd,Центральный ФО,0,,
куровское,сentral_fd,Центральный ФО,0,,
лебедянь,сentral_fd,Центральный ФО,0,,
новозыбков,сentral_fd,Центральный ФО,0,,
вязьма,сentral_fd,Центральный ФО,0,,
белгород,сentral_fd,Центральный ФО,0,,
кубинка,сentral_fd,Центральный ФО,0,,
сычёвка,сentral_fd,Центральный ФО,0,,
комсомольск,сentral_fd,Центральный ФО,0,,
медынь,сentral_fd,Центральный ФО,0,,
кашира,сentral_fd,Центральный ФО,0,,
воскресенск,сentral_fd,Центральный ФО,0,,
покров,сentral_fd,Центральный ФО,0,,
уварово,сentral_fd,Центральный ФО,0,,
протвино,сentral_fd,Центральный ФО,0,,
дорогобуж,сentral_fd,Центральный ФО,0,,
удомля,сentral_fd,Центральный ФО,0,,
александров,сentral_fd,Центральный ФО,0,,
моршанск,сentral_fd,Центральный ФО,0,,
рыбное,сentral_fd,Центральный ФО,0,,
ельня,сentral_fd,Центральный ФО,0,,
сухиничи,сentral_fd,Центральный ФО,0,,
осташков,сentral_fd,Центральный ФО,0,,
кашин,сentral_fd,Центральный ФО,0,,
калязин,сentral_fd,Центральный ФО,0,,
торопец,сentral_fd,Центральный ФО,0,,
лихославль,сentral_fd,Центральный ФО,0,,
